rank,runnerName,score2,score1,score_raw,score_avg,eventName,race_L
1.0,岩垣和也,-0.07875750835459727,-0.12050831389744576,-0.12050830426312341,-0.12050835198223445,16.0,106
2.0,三浦一将,-0.07343441209698134,-0.12050831389744576,-0.12050830426312341,-0.12050835198223445,16.0,94
3.0,石川創也,-0.07100641296609382,-0.103430420464634,-0.10343041083031164,-0.10343045854942268,16.0,116
4.0,住吉将英,-0.05831440450087223,-0.0912010369712388,-0.09120102733691644,-0.09120107505602748,16.0,102
5.0,棚橋一樹,-0.0559298545928701,-0.0912010369712388,-0.09120102733691644,-0.09120107505602748,16.0,95
6.0,南吏玖,-0.05333180124711248,-0.08117578790759047,-0.08117577827326812,-0.08117582599237916,16.0,107
7.0,粟生啓介,-0.04784048361913416,-0.08117578790759047,-0.08117577827326812,-0.08117582599237916,16.0,89
8.0,川口真司,-0.043322878904997496,-0.06664420037582733,-0.06716064245514045,-0.06460268809098055,16.0,105
9.0,山本智士,-0.040910395435602744,-0.06471929264793676,-0.06716064245514045,-0.05506855770076985,16.0,100
10.0,小林直登,-0.04006622967944915,-0.10343045854942268,-0.10343041083031164,-0.10343045854942268,0.0,49
11.0,藤井一樹,-0.02591095447042737,-0.04029741051841329,-0.04346764879624079,-0.027765355813102632,16.0,103
12.0,岩本圭司,-0.024309924151801176,-0.09120107505602748,-0.09120102733691644,-0.09120107505602748,0.0,31
12.0,米田将吾,-0.024309924151801176,-0.09120107505602748,-0.09120102733691644,-0.09120107505602748,0.0,31
14.0,櫻井千尋,-0.022996204060514953,-0.06460268809098055,-0.06716064245514045,-0.06460268809098055,0.0,44
15.0,加藤翔伍,-0.020799920874233598,-0.04131766718549497,-0.04346764879624079,-0.04131766718549497,0.0,70
16.0,吉川辰也,-0.017220043146743726,-0.06460268809098055,0.09693166041381779,-0.06460268809098055,0.0,31
17.0,金津怜央奈,-0.012929210022707048,-0.047212578274505416,-0.04346764879624079,-0.047212578274505416,0.0,32
18.0,澤入圭司,-0.012555943244339764,-0.027828606074061762,-0.031184508698257354,-0.027828606074061762,0.0,60
19.0,河野駿介,-0.01097273031718313,-0.05340401375052668,-0.053253236796076714,-0.05340401375052668,0.0,23
20.0,田中郁也,-0.009883455425132017,-0.027765355813102632,-0.0017368989457180847,-0.027765355813102632,0.0,44
21.0,三浦直起,-0.008678929780227823,-0.09120107505602748,-0.09120102733691644,-0.09120107505602748,0.0,10
22.0,服部柾宏,-0.0068062505804460105,-0.04131766718549497,-0.04346764879624079,-0.04131766718549497,0.0,18
23.0,谷平光一,-0.005838699065447451,-0.011166292695024529,-0.006609173900910758,-0.011166292695024529,0.0,74
24.0,細川敦司,-0.0055569522516421,-0.01685559641955914,-0.017191955632671774,-0.01685559641955914,0.0,40
25.0,森隆志,-0.0010245268441320624,-0.0062194388331909016,-0.006609173900910758,-0.0062194388331909016,0.0,18
26.0,服部友貴,-0.0005918578577338655,-0.0062194388331909016,-0.006609173900910758,-0.0062194388331909016,0.0,10
27.0,小川誠人,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,久保田晴貴,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,坂野公紀,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,今和泉晶仁,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,大野孝紘,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,山崎順平,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,長村栞土,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,市川知幸,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,疋田雅裕,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,岡村琉聖,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,東源大,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
27.0,井土宙,0.008572172519620797,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,10
39.0,内藤駿,0.014838733226435906,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,18
39.0,尾初瀬大祐,0.014838733226435906,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,18
39.0,森琢人,0.014838733226435906,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,18
39.0,松本皐佑,0.014838733226435906,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,18
39.0,西山直希,0.014838733226435906,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,18
39.0,新家康佑,0.014838733226435906,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,18
45.0,山田雄大,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
45.0,岸田航陽,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
45.0,松永隼,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
45.0,生田敦士,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
45.0,山下祐輝,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
45.0,虎走脩平,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
45.0,高木悠甫,0.01778895547293375,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
