rank,runnerName,score2,score1,score_raw,score_avg,eventName,race_L
45.0,野澤遼斗,0.08897330094604944,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,22
53.0,宮崎真裕,0.08917377265662625,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,23
54.0,岡村和於,0.08985595022590082,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,30
55.0,岩﨑雄也,0.08989642476622271,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,31
55.0,篠田真弘,0.08989642476622271,0.090079234324054,-0.01272957684444273,0.090079234324054,0.0,31
55.0,籾山丈裕,0.08989642476622271,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,31
58.0,河原崎光揮,0.08992956251710092,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,32
59.0,新家康弘,0.0900490161073882,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,40
59.0,松村祐輝,0.0900490161073882,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,40
61.0,杉浦智樹,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,稲垣光希,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,脇慎一郎,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,速水駿,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,中村亮佑,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,井上祐人,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,鈴木康照,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,壁谷汰知,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
61.0,森田悠生,0.09005897844766747,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,42
70.0,澤田陸,0.0900626502151258,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,43
70.0,細川風輝,0.0900626502151258,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,43
72.0,茶谷知哉,0.09006565640406208,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,44
72.0,芦本陸,0.09006565640406208,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,44
72.0,椿原暖人,0.09006565640406208,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,44
75.0,桑山倫博,0.09007313337132916,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,48
75.0,村上淳哉,0.09007313337132916,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,48
77.0,松井俊樹,0.0900780025629424,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,56
77.0,棟方隆司,0.0900780025629424,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,56
77.0,田牧将馬,0.0900780025629424,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,56
77.0,八木勇亮,0.0900780025629424,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,56
77.0,天野克則,0.0900780025629424,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,56
82.0,飯田晟樹,0.09007822584335148,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,57
83.0,脇田晃秀,0.09007840864988897,0.090079234324054,0.0005440331723040377,0.090079234324054,0.0,58
83.0,相馬健太,0.09007840864988897,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,58
83.0,森田涼介,0.09007840864988897,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,58
86.0,本田明良,0.09007868085810969,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,60
87.0,大森総司,0.09007906762331508,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,66
88.0,京屋陽介,0.09007917299827932,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,71
88.0,伊藤拓登,0.09007917299827932,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,71
90.0,森田邦夫,0.0900791932161579,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,73
90.0,水野渉吾,0.0900791932161579,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,73
90.0,安部智晴,0.0900791932161579,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,73
93.0,和田佳丈,0.09007922976916928,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,84
93.0,森下晃成,0.09007922976916928,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,84
93.0,矢田祐喜,0.09007922976916928,0.090079234324054,0.09693166041381779,0.090079234324054,0.0,84
96.0,藤井悠輝,0.09665233862587919,0.09665234042380016,0.09693166041381779,0.090079234324054,16.0,89
96.0,小俣敦宏,0.09665233862587919,0.09665234042380016,0.09693166041381779,0.090079234324054,16.0,89
