classId,difficulty,elapsedLength,eventName,from,length,name,to,topAverage,topAverageLapElapsed
24,48.3,56.9,第28回全日本リレーオリエンテーリング大会,6,7.8,6→7,7,2:41,19:42
24,101.9,65.9,第28回全日本リレーオリエンテーリング大会,7,9.0,7→8,8,3:07,22:49
24,93.2,69.0,第28回全日本リレーオリエンテーリング大会,8,3.1,8→9,9,1:04,23:53
24,29.9,71.5,第28回全日本リレーオリエンテーリング大会,9,2.5,9→10,10,0:51,24:45
24,63.6,80.1,第28回全日本リレーオリエンテーリング大会,10,8.6,10→11,11,2:59,27:44
24,72.1,82.9,第28回全日本リレーオリエンテーリング大会,11,2.7,11→12,12,0:57,28:41
24,23.7,84.6,第28回全日本リレーオリエンテーリング大会,12,1.8,12→13,13,0:37,29:18
24,57.8,89.6,第28回全日本リレーオリエンテーリング大会,13,5.0,13→14,14,1:43,31:01
24,50.9,93.6,第28回全日本リレーオリエンテーリング大会,14,4.0,14→15,15,1:22,32:24
24,47.3,98.7,第28回全日本リレーオリエンテーリング大会,15,5.2,15→16,16,1:47,34:11
25,168.6,11.6,第28回全日本リレーオリエンテーリング大会,0,11.6,△→1,1,4:00,4:00
25,46.5,14.7,第28回全日本リレーオリエンテーリング大会,1,3.1,1→2,2,1:03,5:03
25,513.6,27.9,第28回全日本リレーオリエンテーリング大会,2,13.2,2→3,3,4:31,9:34
25,60.3,36.0,第28回全日本リレーオリエンテーリング大会,3,8.1,3→4,4,2:48,12:22
25,98.9,39.0,第28回全日本リレーオリエンテーリング大会,4,3.0,4→5,5,1:01,13:24
25,122.3,46.4,第28回全日本リレーオリエンテーリング大会,5,7.4,5→6,6,2:32,15:56
25,127.4,54.4,第28回全日本リレーオリエンテーリング大会,6,8.0,6→7,7,2:46,18:42
25,145.1,64.1,第28回全日本リレーオリエンテーリング大会,7,9.6,7→8,8,3:19,22:01
25,39.6,66.7,第28回全日本リレーオリエンテーリング大会,8,2.6,8→9,9,0:53,22:55
25,44.1,69.6,第28回全日本リレーオリエンテーリング大会,9,3.0,9→10,10,1:01,23:56
25,83.7,78.9,第28回全日本リレーオリエンテーリング大会,10,9.3,10→11,11,3:12,27:08
25,37.7,82.8,第28回全日本リレーオリエンテーリング大会,11,3.9,11→12,12,1:20,28:28
25,11.3,83.9,第28回全日本リレーオリエンテーリング大会,12,1.1,12→13,13,0:22,28:51
25,86.9,90.0,第28回全日本リレーオリエンテーリング大会,13,6.1,13→14,14,2:06,30:57
25,41.1,94.3,第28回全日本リレーオリエンテーリング大会,14,4.2,14→15,15,1:27,32:24
25,48.7,98.9,第28回全日本リレーオリエンテーリング大会,15,4.7,15→16,16,1:36,34:00
26,170.3,12.2,第28回全日本リレーオリエンテーリング大会,0,12.2,△→1,1,4:17,4:17
26,20.5,15.2,第28回全日本リレーオリエンテーリング大会,1,3.0,1→2,2,1:04,5:21
26,465.0,29.9,第28回全日本リレーオリエンテーリング大会,2,14.6,2→3,3,5:08,10:30
26,75.7,37.6,第28回全日本リレーオリエンテーリング大会,3,7.8,3→4,4,2:44,13:14
26,134.8,40.4,第28回全日本リレーオリエンテーリング大会,4,2.8,4→5,5,0:59,14:13
26,116.1,48.2,第28回全日本リレーオリエンテーリング大会,5,7.7,5→6,6,2:43,16:57
26,47.4,56.1,第28回全日本リレーオリエンテーリング大会,6,7.9,6→7,7,2:46,19:43
26,86.6,65.1,第28回全日本リレーオリエンテーリング大会,7,9.0,7→8,8,3:09,22:53
26,168.7,68.4,第28回全日本リレーオリエンテーリング大会,8,3.4,8→9,9,1:11,24:04
26,22.4,71.0,第28回全日本リレーオリエンテーリング大会,9,2.6,9→10,10,0:54,24:58
26,50.0,79.6,第28回全日本リレーオリエンテーリング大会,10,8.6,10→11,11,3:02,28:00
26,36.3,83.4,第28回全日本リレーオリエンテーリング大会,11,3.8,11→12,12,1:20,29:20
26,31.5,84.5,第28回全日本リレーオリエンテーリング大会,12,1.1,12→13,13,0:22,29:43
26,126.2,89.5,第28回全日本リレーオリエンテーリング大会,13,5.0,13→14,14,1:46,31:29
26,78.9,93.8,第28回全日本リレーオリエンテーリング大会,14,4.3,14→15,15,1:30,33:00
26,50.5,98.8,第28回全日本リレーオリエンテーリング大会,15,5.0,15→16,16,1:45,34:45
27,53.8,15.4,第28回全日本リレーオリエンテーリング大会,0,15.4,△→1,1,4:21,4:21
27,138.8,21.0,第28回全日本リレーオリエンテーリング大会,1,5.6,1→2,2,1:35,5:56
27,209.5,35.6,第28回全日本リレーオリエンテーリング大会,2,14.6,2→3,3,4:09,10:06
27,202.2,44.2,第28回全日本リレーオリエンテーリング大会,3,8.6,3→4,4,2:27,12:33
27,133.7,54.0,第28回全日本リレーオリエンテーリング大会,4,9.7,4→5,5,2:45,15:18
27,103.6,66.5,第28回全日本リレーオリエンテーリング大会,5,12.6,5→6,6,3:34,18:52
27,47.2,73.0,第28回全日本リレーオリエンテーリング大会,6,6.5,6→7,7,1:50,20:43
27,24.0,74.6,第28回全日本リレーオリエンテーリング大会,7,1.6,7→8,8,0:27,21:10
27,110.2,82.4,第28回全日本リレーオリエンテーリング大会,8,7.8,8→9,9,2:12,23:22
27,150.9,88.2,第28回全日本リレーオリエンテーリング大会,9,5.8,9→10,10,1:39,25:02
27,64.3,92.1,第28回全日本リレーオリエンテーリング大会,10,3.9,10→11,11,1:06,26:08
27,41.2,98.2,第28回全日本リレーオリエンテーリング大会,11,6.1,11→12,12,1:43,27:52
28,113.0,17.5,第28回全日本リレーオリエンテーリング大会,0,17.5,△→1,1,5:14,5:14
28,107.9,25.2,第28回全日本リレーオリエンテーリング大会,1,7.7,1→2,2,2:18,7:32
28,272.6,37.4,第28回全日本リレーオリエンテーリング大会,2,12.2,2→3,3,3:38,11:11
28,189.5,47.4,第28回全日本リレーオリエンテーリング大会,3,10.0,3→4,4,2:59,14:10
28,86.7,58.1,第28回全日本リレーオリエンテーリング大会,4,10.7,4→5,5,3:12,17:22
28,89.7,69.3,第28回全日本リレーオリエンテーリング大会,5,11.2,5→6,6,3:21,20:43
28,79.7,73.2,第28回全日本リレーオリエンテーリング大会,6,3.9,6→7,7,1:10,21:53
28,30.5,75.6,第28回全日本リレーオリエンテーリング大会,7,2.4,7→8,8,0:43,22:37
28,176.8,84.9,第28回全日本リレーオリエンテーリング大会,8,9.3,8→9,9,2:46,25:23
28,38.3,87.6,第28回全日本リレーオリエンテーリング大会,9,2.7,9→10,10,0:48,26:11
28,58.1,93.2,第28回全日本リレーオリエンテーリング大会,10,5.6,10→11,11,1:40,27:52
28,36.7,98.4,第28回全日本リレーオリエンテーリング大会,11,5.2,11→12,12,1:34,29:26
29,178.0,18.6,第28回全日本リレーオリエンテーリング大会,0,18.6,△→1,1,5:17,5:17
29,31.7,21.4,第28回全日本リレーオリエンテーリング大会,1,2.8,1→2,2,0:47,6:04
29,389.4,35.7,第28回全日本リレーオリエンテーリング大会,2,14.3,2→3,3,4:03,10:07
29,101.9,41.2,第28回全日本リレーオリエンテーリング大会,3,5.5,3→4,4,1:33,11:40
29,143.1,54.2,第28回全日本リレーオリエンテーリング大会,4,13.0,4→5,5,3:41,15:22
29,71.4,66.7,第28回全日本リレーオリエンテーリング大会,5,12.6,5→6,6,3:34,18:56
29,57.9,71.0,第28回全日本リレーオリエンテーリング大会,6,4.3,6→7,7,1:12,20:09
29,29.3,74.2,第28回全日本リレーオリエンテーリング大会,7,3.2,7→8,8,0:55,21:04
29,87.4,82.1,第28回全日本リレーオリエンテーリング大会,8,7.8,8→9,9,2:13,23:17
29,102.0,88.1,第28回全日本リレーオリエンテーリング大会,9,6.0,9→10,10,1:43,25:00
29,62.2,93.8,第28回全日本リレーオリエンテーリング大会,10,5.7,10→11,11,1:36,26:37
29,28.9,98.3,第28回全日本リレーオリエンテーリング大会,11,4.5,11→12,12,1:17,27:54
30,116.7,16.3,第28回全日本リレーオリエンテーリング大会,0,16.3,△→1,1,4:54,4:54
30,76.2,21.6,第28回全日本リレーオリエンテーリング大会,1,5.3,1→2,2,1:35,6:29
30,147.2,30.6,第28回全日本リレーオリエンテーリング大会,2,9.1,2→3,3,2:44,9:13
30,161.5,37.9,第28回全日本リレーオリエンテーリング大会,3,7.3,3→4,4,2:11,11:25
30,321.2,51.2,第28回全日本リレーオリエンテーリング大会,4,13.2,4→5,5,3:59,15:24
30,65.1,54.6,第28回全日本リレーオリエンテーリング大会,5,3.5,5→6,6,1:02,16:26
30,48.1,59.2,第28回全日本リレーオリエンテーリング大会,6,4.6,6→7,7,1:22,17:49
30,88.0,71.1,第28回全日本リレーオリエンテーリング大会,7,11.9,7→8,8,3:35,21:24
30,42.1,74.5,第28回全日本リレーオリエンテーリング大会,8,3.4,8→9,9,1:00,22:25
30,36.2,76.8,第28回全日本リレーオリエンテーリング大会,9,2.3,9→10,10,0:42,23:07
30,223.1,85.0,第28回全日本リレーオリエンテーリング大会,10,8.2,10→11,11,2:28,25:35
30,32.8,89.3,第28回全日本リレーオリエンテーリング大会,11,4.3,11→12,12,1:17,26:52
30,56.7,92.8,第28回全日本リレーオリエンテーリング大会,12,3.5,12→13,13,1:03,27:56
30,55.6,98.1,第28回全日本リレーオリエンテーリング大会,13,5.4,13→14,14,1:36,29:32
31,201.0,15.0,第28回全日本リレーオリエンテーリング大会,0,15.0,△→1,1,4:43,4:43
31,73.7,21.6,第28回全日本リレーオリエンテーリング大会,1,6.6,1→2,2,2:04,6:47
31,105.5,31.0,第28回全日本リレーオリエンテーリング大会,2,9.3,2→3,3,2:55,9:42
31,280.7,38.4,第28回全日本リレーオリエンテーリング大会,3,7.5,3→4,4,2:21,12:03
31,222.0,50.9,第28回全日本リレーオリエンテーリング大会,4,12.5,4→5,5,3:54,15:58
31,117.1,55.0,第28回全日本リレーオリエンテーリング大会,5,4.1,5→6,6,1:17,17:15
31,59.7,58.7,第28回全日本リレーオリエンテーリング大会,6,3.7,6→7,7,1:09,18:24
31,76.5,70.6,第28回全日本リレーオリエンテーリング大会,7,11.9,7→8,8,3:44,22:08
31,72.4,74.6,第28回全日本リレーオリエンテーリング大会,8,4.0,8→9,9,1:14,23:23
31,33.2,77.2,第28回全日本リレーオリエンテーリング大会,9,2.7,9→10,10,0:50,24:13
31,57.8,83.9,第28回全日本リレーオリエンテーリング大会,10,6.7,10→11,11,2:06,26:19
31,59.4,89.1,第28回全日本リレーオリエンテーリング大会,11,5.2,11→12,12,1:37,27:57
31,64.9,93.9,第28回全日本リレーオリエンテーリング大会,12,4.8,12→13,13,1:31,29:28
31,39.5,98.2,第28回全日本リレーオリエンテーリング大会,13,4.2,13→14,14,1:19,30:47
32,156.5,15.0,第28回全日本リレーオリエンテーリング大会,0,15.0,△→1,1,4:32,4:32
32,45.2,18.8,第28回全日本リレーオリエンテーリング大会,1,3.8,1→2,2,1:08,5:41
32,235.0,27.6,第28回全日本リレーオリエンテーリング大会,2,8.8,2→3,3,2:40,8:21
32,177.8,31.8,第28回全日本リレーオリエンテーリング大会,3,4.2,3→4,4,1:16,9:38
32,256.2,49.2,第28回全日本リレーオリエンテーリング大会,4,17.4,4→5,5,5:16,14:54
32,66.0,52.9,第28回全日本リレーオリエンテーリング大会,5,3.8,5→6,6,1:08,16:03
32,87.3,58.1,第28回全日本リレーオリエンテーリング大会,6,5.2,6→7,7,1:34,17:37
32,81.7,69.1,第28回全日本リレーオリエンテーリング大会,7,11.0,7→8,8,3:20,20:57
32,69.8,74.7,第28回全日本リレーオリエンテーリング大会,8,5.6,8→9,9,1:42,22:39
32,44.0,76.3,第28回全日本リレーオリエンテーリング大会,9,1.6,9→10,10,0:28,23:07
32,90.4,86.6,第28回全日本リレーオリエンテーリング大会,10,10.3,10→11,11,3:07,26:15
32,72.2,89.5,第28回全日本リレーオリエンテーリング大会,11,2.9,11→12,12,0:53,27:08
32,42.2,92.9,第28回全日本リレーオリエンテーリング大会,12,3.3,12→13,13,1:00,28:09
32,51.9,98.2,第28回全日本リレーオリエンテーリング大会,13,5.3,13→14,14,1:37,29:46
33,140.3,16.3,第28回全日本リレーオリエンテーリング大会,0,16.3,△→1,1,5:00,5:00
33,154.5,28.1,第28回全日本リレーオリエンテーリング大会,1,11.8,1→2,2,3:36,8:36
33,205.2,35.9,第28回全日本リレーオリエンテーリング大会,2,7.8,2→3,3,2:23,10:59
33,110.1,47.1,第28回全日本リレーオリエンテーリング大会,3,11.2,3→4,4,3:25,14:24
33,229.5,53.6,第28回全日本リレーオリエンテーリング大会,4,6.5,4→5,5,1:59,16:24
33,47.2,59.2,第28回全日本リレーオリエンテーリング大会,5,5.6,5→6,6,1:42,18:06
33,76.7,71.9,第28回全日本リレーオリエンテーリング大会,6,12.7,6→7,7,3:53,22:00
33,63.4,75.4,第28回全日本リレーオリエンテーリング大会,7,3.6,7→8,8,1:05,23:05
33,40.3,78.1,第28回全日本リレーオリエンテーリング大会,8,2.7,8→9,9,0:49,23:55
33,112.7,85.0,第28回全日本リレーオリエンテーリング大会,9,6.8,9→10,10,2:05,26:00
33,54.3,89.8,第28回全日本リレーオリエンテーリング大会,10,4.9,10→11,11,1:29,27:29
33,59.9,93.7,第28回全日本リレーオリエンテーリング大会,11,3.8,11→12,12,1:10,28:40
33,81.0,98.5,第28回全日本リレーオリエンテーリング大会,12,4.9,12→13,13,1:29,30:09
34,155.5,16.3,第28回全日本リレーオリエンテーリング大会,0,16.3,△→1,1,5:45,5:45
34,159.7,29.3,第28回全日本リレーオリエンテーリング大会,1,13.0,1→2,2,4:33,10:18
34,219.6,37.0,第28回全日本リレーオリエンテーリング大会,2,7.7,2→3,3,2:42,13:00
34,76.9,49.2,第28回全日本リレーオリエンテーリング大会,3,12.3,3→4,4,4:18,17:19
34,164.3,55.2,第28回全日本リレーオリエンテーリング大会,4,5.9,4→5,5,2:05,19:24
34,48.4,59.7,第28回全日本リレーオリエンテーリング大会,5,4.5,5→6,6,1:36,21:00
34,89.6,71.3,第28回全日本リレーオリエンテーリング大会,6,11.6,6→7,7,4:04,25:04
34,49.5,74.6,第28回全日本リレーオリエンテーリング大会,7,3.3,7→8,8,1:09,26:13
34,31.4,76.9,第28回全日本リレーオリエンテーリング大会,8,2.4,8→9,9,0:50,27:03
34,174.5,86.0,第28回全日本リレーオリエンテーリング大会,9,9.0,9→10,10,3:10,30:14
34,72.2,89.8,第28回全日本リレーオリエンテーリング大会,10,3.9,10→11,11,1:21,31:35
34,74.4,93.0,第28回全日本リレーオリエンテーリング大会,11,3.2,11→12,12,1:07,32:42
34,63.1,98.3,第28回全日本リレーオリエンテーリング大会,12,5.3,12→13,13,1:51,34:34
35,150.3,14.3,第28回全日本リレーオリエンテーリング大会,0,14.3,△→1,1,4:06,4:06
35,126.0,28.8,第28回全日本リレーオリエンテーリング大会,1,14.5,1→2,2,4:09,8:15
35,97.5,33.0,第28回全日本リレーオリエンテーリング大会,2,4.3,2→3,3,1:13,9:29
35,178.4,48.8,第28回全日本リレーオリエンテーリング大会,3,15.7,3→4,4,4:31,14:00
35,300.7,52.9,第28回全日本リレーオリエンテーリング大会,4,4.2,4→5,5,1:11,15:12
35,52.3,56.8,第28回全日本リレーオリエンテーリング大会,5,3.9,5→6,6,1:07,16:19
35,95.4,69.4,第28回全日本リレーオリエンテーリング大会,6,12.6,6→7,7,3:37,19:56
35,67.0,74.9,第28回全日本リレーオリエンテーリング大会,7,5.5,7→8,8,1:35,21:32
35,24.2,76.5,第28回全日本リレーオリエンテーリング大会,8,1.5,8→9,9,0:26,21:59
35,73.6,83.3,第28回全日本リレーオリエンテーリング大会,9,6.9,9→10,10,1:58,23:57
35,70.3,88.9,第28回全日本リレーオリエンテーリング大会,10,5.5,10→11,11,1:35,25:32
35,91.0,94.3,第28回全日本リレーオリエンテーリング大会,11,5.4,11→12,12,1:33,27:05
35,52.5,98.5,第28回全日本リレーオリエンテーリング大会,12,4.2,12→13,13,1:13,28:18
